stim_id,gameID,condition,trialNum,rt,startTime,time_elapsed,layout,width,height,boxes,start_position.x,start_position.y,attempt_nInputEvents,attempt_nMovesAttempted,attempt_nMoved,attempt_nPushed,attempt_nRestart,attempt_nUndo,level_name,collection_name
6790956f96019241f9c4f669,2839-a3cd9207-4f4c-4db0-a0db-5d16fa3e57ac,difficult,1,23452,78582.5,86510,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,7,5,5,2,1,1,3,tutorial
6790956f96019241f9c4f667,6110-7c3fd621-28f8-4d65-b650-9c8fcc6290c8,difficult,2,10034,100809.69999998808,106537,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790956f96019241f9c4f667,6110-7c3fd621-28f8-4d65-b650-9c8fcc6290c8,difficult,3,17608,111157.30000001192,124452,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,18,18,17,6,0,0,5,tutorial
6790956f96019241f9c4f669,2839-a3cd9207-4f4c-4db0-a0db-5d16fa3e57ac,difficult,2,28752,102354.0,115571,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,20,19,16,3,1,0,4,tutorial
6790956f96019241f9c4f668,0047-f873669a-075a-4f22-80d2-c33cd8217451,difficult,1,19597,117104.0,131174,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790956f96019241f9c4f66c,4733-c6a6e973-18d8-4b07-9e81-737cf6b3fe7b,difficult,1,8355,59028.5,51503,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790956f96019241f9c4f66c,4733-c6a6e973-18d8-4b07-9e81-737cf6b3fe7b,difficult,2,16920,67689.79999999981,68729,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,18,15,13,3,0,3,4,tutorial
6790956f96019241f9c4f668,0047-f873669a-075a-4f22-80d2-c33cd8217451,difficult,2,34068,137009.2999999998,165546,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,16,15,15,3,1,0,4,tutorial
6790956f96019241f9c4f66c,4733-c6a6e973-18d8-4b07-9e81-737cf6b3fe7b,difficult,3,20921,84916.79999999981,89957,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,35,32,30,7,0,3,5,tutorial
6790956f96019241f9c4f668,0047-f873669a-075a-4f22-80d2-c33cd8217451,difficult,3,26471,171381.8999999999,192327,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790956f96019241f9c4f669,2839-a3cd9207-4f4c-4db0-a0db-5d16fa3e57ac,difficult,3,96450,131417.5,212327,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,51,48,47,14,3,0,5,tutorial
6790956f96019241f9c4f66b,9390-86c56e18-f87b-46d4-9a5e-f44e363d8f6c,difficult,1,17054,193948.40000000596,201793,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790956f96019241f9c4f66b,9390-86c56e18-f87b-46d4-9a5e-f44e363d8f6c,difficult,2,25935,211315.19999998808,228039,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,12,12,12,2,0,0,4,tutorial
6790956f96019241f9c4f66b,9390-86c56e18-f87b-46d4-9a5e-f44e363d8f6c,difficult,3,78081,237560.69999998808,306438,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790956f96019241f9c4f66a,4874-8b3ae495-d2ac-48be-9f34-6a6c65fb844f,difficult,1,22885,361276.10000002384,377826,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,9,9,8,2,0,0,3,tutorial
6790956f96019241f9c4f66a,4874-8b3ae495-d2ac-48be-9f34-6a6c65fb844f,difficult,2,10201,384471.90000009537,388332,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790956f96019241f9c4f66a,4874-8b3ae495-d2ac-48be-9f34-6a6c65fb844f,difficult,3,17025,394975.90000009537,405668,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790956f96019241f9c4f66e,8548-f432b403-c1b9-4c23-b610-38229bfe78ab,difficult,1,126970,534046.8999999911,654970,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,7,6,6,2,1,0,3,tutorial
6790956f96019241f9c4f66e,8548-f432b403-c1b9-4c23-b610-38229bfe78ab,difficult,2,39499,661330.0,694779,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,14,12,12,3,0,2,4,tutorial
6790956f96019241f9c4f66e,8548-f432b403-c1b9-4c23-b610-38229bfe78ab,difficult,3,26939,701138.099999994,722023,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,18,18,17,6,0,0,5,tutorial
6790956f96019241f9c4f677,8941-a75295a1-0952-400a-98d3-689ad17d5fd6,enjoyable,1,13764,44977.300000190735,51744,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790956f96019241f9c4f66f,9875-77c31433-07e1-4aef-a4e5-043f15ecb034,difficult,1,27303,75595.09999999776,97323,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,6,2,0,0,3,tutorial
6790956f96019241f9c4f677,8941-a75295a1-0952-400a-98d3-689ad17d5fd6,enjoyable,2,15573,59046.09999990463,67619,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,20,19,17,4,1,0,4,tutorial
6790956f96019241f9c4f675,0808-1234c64f-ccf4-46a1-bc6f-6827478f2d8e,difficult,1,15467,69559.5,79845,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790956f96019241f9c4f677,8941-a75295a1-0952-400a-98d3-689ad17d5fd6,enjoyable,3,11428,74920.59999990463,79355,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790956f96019241f9c4f676,0209-82f8d7b1-7d8c-421b-becd-e2fc43eb28b8,difficult,1,11692,87003.09999999404,95681,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790956f96019241f9c4f66f,9875-77c31433-07e1-4aef-a4e5-043f15ecb034,difficult,2,29351,103209.19999999925,126983,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790956f96019241f9c4f67f,8434-afec4833-f835-4abb-8008-d4d2a46783b0,enjoyable,1,17217,70932.0,82994,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790956f96019241f9c4f675,0808-1234c64f-ccf4-46a1-bc6f-6827478f2d8e,difficult,2,31056,85347.29999995232,111212,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,11,11,10,2,0,0,4,tutorial
6790956f96019241f9c4f674,6186-32e70ee4-7ac6-4d03-856c-c7e9ef8aba13,difficult,1,14026,124498.30000007153,122340,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790956f96019241f9c4f676,0209-82f8d7b1-7d8c-421b-becd-e2fc43eb28b8,difficult,2,16434,98998.19999998808,112418,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790956f96019241f9c4f67f,8434-afec4833-f835-4abb-8008-d4d2a46783b0,enjoyable,2,18625,88458.0,101926,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,16,15,14,3,1,0,4,tutorial
6790956f96019241f9c4f674,6186-32e70ee4-7ac6-4d03-856c-c7e9ef8aba13,difficult,2,13844,138827.10000002384,136486,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790956f96019241f9c4f663,4221-f8153973-98d6-43e5-9908-2a60cadfb458,difficult,1,27728,172493.89999997616,197890,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,6,2,0,0,3,tutorial
6790956f96019241f9c4f67f,8434-afec4833-f835-4abb-8008-d4d2a46783b0,enjoyable,3,11530,107388.0,113761,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,19,19,6,0,0,5,tutorial
6790956f96019241f9c4f671,3398-8fd61e31-c1ca-4273-94c4-fcce5e1b8ca2,difficult,1,8994,156585.09999990463,162720,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790956f96019241f9c4f66f,9875-77c31433-07e1-4aef-a4e5-043f15ecb034,difficult,3,38586,132869.19999999925,165875,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790956f96019241f9c4f676,0209-82f8d7b1-7d8c-421b-becd-e2fc43eb28b8,difficult,3,27910,115735.30000001192,140631,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,21,21,21,6,0,0,5,tutorial
6790956f96019241f9c4f671,3398-8fd61e31-c1ca-4273-94c4-fcce5e1b8ca2,difficult,2,9312,165885.59999990463,172339,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790956f96019241f9c4f675,0808-1234c64f-ccf4-46a1-bc6f-6827478f2d8e,difficult,3,39168,116709.29999995232,150695,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,19,19,6,0,0,5,tutorial
6790956f96019241f9c4f680,5808-784eccb3-6c57-47b0-b644-b30e7354513c,enjoyable,1,23368,111832.5,112224,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,5,5,2,0,1,3,tutorial
6790956f96019241f9c4f674,6186-32e70ee4-7ac6-4d03-856c-c7e9ef8aba13,difficult,3,23185,152973.60000002384,159973,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790957096019241f9c4f689,9929-112c5ca1-1f34-42cb-b380-2ddd456ce48e,enjoyable,1,30836,15085.5,45759,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,16,12,12,4,0,4,3,tutorial
6790956f96019241f9c4f671,3398-8fd61e31-c1ca-4273-94c4-fcce5e1b8ca2,difficult,3,14732,175504.5,187384,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790957096019241f9c4f689,9929-112c5ca1-1f34-42cb-b380-2ddd456ce48e,enjoyable,2,12668,46223.10000000009,58740,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790956f96019241f9c4f680,5808-784eccb3-6c57-47b0-b644-b30e7354513c,enjoyable,2,18213,135523.39999997616,130749,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790956f96019241f9c4f663,4221-f8153973-98d6-43e5-9908-2a60cadfb458,difficult,2,36477,200533.29999995232,234679,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,16,15,11,2,0,1,4,tutorial
6790956f96019241f9c4f679,5158-d99f7eab-0aa9-4d14-be5b-5d7b30250881,enjoyable,1,12202,167515.90000000596,160754,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,6,2,0,0,3,tutorial
6790957096019241f9c4f689,9929-112c5ca1-1f34-42cb-b380-2ddd456ce48e,enjoyable,3,9884,59203.5,68931,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790956f96019241f9c4f679,5158-d99f7eab-0aa9-4d14-be5b-5d7b30250881,enjoyable,2,9564,180024.19999998808,170625,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,11,11,10,2,0,0,4,tutorial
6790956f96019241f9c4f673,8970-248ef224-45f0-409b-b3f9-00ecd37777f1,difficult,1,17238,186810.6000000015,192534,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,6,2,0,0,3,tutorial
6790956f96019241f9c4f680,5808-784eccb3-6c57-47b0-b644-b30e7354513c,enjoyable,3,15377,154045.89999997616,146436,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790956f96019241f9c4f679,5158-d99f7eab-0aa9-4d14-be5b-5d7b30250881,enjoyable,3,12021,189895.30000001192,182959,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,18,18,17,6,0,0,5,tutorial
6790956f96019241f9c4f673,8970-248ef224-45f0-409b-b3f9-00ecd37777f1,difficult,2,14292,204372.80000000075,207148,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790956f96019241f9c4f663,4221-f8153973-98d6-43e5-9908-2a60cadfb458,difficult,3,30863,237320.10000002384,265846,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790956f96019241f9c4f673,8970-248ef224-45f0-409b-b3f9-00ecd37777f1,difficult,3,34295,218985.20000000298,241764,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790956f96019241f9c4f682,9700-3f1fa752-1627-427b-862c-3c37ccdd3eab,enjoyable,1,29270,164996.0,190885,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,10,7,7,2,2,1,3,tutorial
6790956f96019241f9c4f67d,9452-adc2ff0b-2602-4162-a90b-ba6db4c203ce,enjoyable,1,18388,230509.0,232629,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957096019241f9c4f68b,4896-b66aacea-64dd-49d3-a2ef-7ab7dcb4dd82,difficult,1,16281,110912.80000001192,109810,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,6,2,0,0,3,tutorial
6790956f96019241f9c4f682,9700-3f1fa752-1627-427b-862c-3c37ccdd3eab,enjoyable,2,36657,194574.5,227848,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,37,27,22,5,1,9,4,tutorial
6790956f96019241f9c4f67a,1890-81ac7e3a-a990-4e12-b54c-67a3c95550bd,enjoyable,1,17751,248723.29999995232,259732,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957096019241f9c4f687,8829-549a72ed-1db2-424f-ba1f-171c5a187085,enjoyable,1,48756,157446.29999998212,195873,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,6,2,0,0,3,tutorial
6790956f96019241f9c4f67d,9452-adc2ff0b-2602-4162-a90b-ba6db4c203ce,enjoyable,2,28370,249209.0,261309,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,27,24,19,4,1,2,4,tutorial
6790956f96019241f9c4f67a,1890-81ac7e3a-a990-4e12-b54c-67a3c95550bd,enjoyable,2,21394,266784.5,281437,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,11,11,10,2,0,0,4,tutorial
6790957096019241f9c4f687,8829-549a72ed-1db2-424f-ba1f-171c5a187085,enjoyable,2,27847,206519.90000000596,224026,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,17,17,10,2,0,0,4,tutorial
6790957096019241f9c4f68c,4716-1b2723d0-ff1a-41ed-8ea9-bceb42bd14ce,difficult,1,16957,159226.19999992847,165005,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,7,7,6,2,0,0,3,tutorial
