stim_id,gameID,condition,trialNum,rt,startTime,time_elapsed,layout,width,height,boxes,start_position.x,start_position.y,attempt_nInputEvents,attempt_nMovesAttempted,attempt_nMoved,attempt_nPushed,attempt_nRestart,attempt_nUndo,level_name,collection_name
6790957196019241f9c4f6ca,2485-47f57e30-a80b-4dbd-a9e6-6b306a349c3f,enjoyable,1,13883,127664.40000000596,132746,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,5,2,0,0,3,tutorial
6790957196019241f9c4f6ca,2485-47f57e30-a80b-4dbd-a9e6-6b306a349c3f,enjoyable,2,28360,141861.5,161414,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,26,25,18,4,1,0,4,tutorial
6790957196019241f9c4f6ca,2485-47f57e30-a80b-4dbd-a9e6-6b306a349c3f,enjoyable,3,43641,170526.0,205359,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,41,40,36,11,1,0,5,tutorial
6790957196019241f9c4f6cd,5189-1145fda3-1f91-4ca5-9f29-db69268412b3,enjoyable,1,8306,18275.09999999404,21679,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,6,2,0,0,3,tutorial
6790957196019241f9c4f6b6,7643-b62f402a-51de-41c0-9821-a0739b2c3d85,difficult,1,108263,1032136.599999994,1136948,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957196019241f9c4f6cd,5189-1145fda3-1f91-4ca5-9f29-db69268412b3,enjoyable,2,12131,26887.30000001192,34115,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,13,13,12,2,0,0,4,tutorial
6790957196019241f9c4f6b6,7643-b62f402a-51de-41c0-9821-a0739b2c3d85,difficult,2,18436,1140714.199999988,1155690,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790957196019241f9c4f6cd,5189-1145fda3-1f91-4ca5-9f29-db69268412b3,enjoyable,3,15425,39323.40000000596,49845,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,21,21,21,6,0,0,5,tutorial
6790957196019241f9c4f6b6,7643-b62f402a-51de-41c0-9821-a0739b2c3d85,difficult,3,26335,1159455.299999997,1182338,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,19,17,6,0,0,5,tutorial
6790957096019241f9c4f6ab,2138-8ccc2c79-3fd9-4658-8958-c14e6c181a59,enjoyable,1,25381,1393705.8000000715,1388329,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,10,10,9,2,0,0,3,tutorial
6790957096019241f9c4f6ab,2138-8ccc2c79-3fd9-4658-8958-c14e6c181a59,enjoyable,2,35900,1419409.0,1424536,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790957096019241f9c4f6ab,2138-8ccc2c79-3fd9-4658-8958-c14e6c181a59,enjoyable,3,25652,1455615.3999999762,1450495,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,20,20,19,6,0,0,5,tutorial
6790957196019241f9c4f6c1,9258-6d96af6a-31a7-43d1-bd98-e370c382df7f,difficult,1,18888,1695231.1999998093,1701390,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,7,7,7,2,0,0,3,tutorial
6790957196019241f9c4f6c1,9258-6d96af6a-31a7-43d1-bd98-e370c382df7f,difficult,2,18336,1714430.5999999046,1720032,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790957196019241f9c4f6c1,9258-6d96af6a-31a7-43d1-bd98-e370c382df7f,difficult,3,33885,1733074.399999857,1754231,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,20,20,19,6,0,0,5,tutorial
6790957196019241f9c4f6d0,3552-d59afaf9-6865-4261-9551-f85620851034,enjoyable,1,13980,184001.60000002384,173707,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,6,2,0,0,3,tutorial
6790957196019241f9c4f6d0,3552-d59afaf9-6865-4261-9551-f85620851034,enjoyable,2,26016,198297.39999997616,200042,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,11,11,10,2,0,0,4,tutorial
6790957196019241f9c4f6d0,3552-d59afaf9-6865-4261-9551-f85620851034,enjoyable,3,44607,224631.39999997616,244968,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,18,18,17,6,0,0,5,tutorial
6790957296019241f9c4f6d7,7662-770cd839-3f7e-4e6f-9566-24ef054ab8b2,enjoyable,1,11929,39116.60000002384,48891,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,6,2,0,0,3,tutorial
6790957196019241f9c4f6d2,0995-0ab739bc-28d3-48a8-a7a7-3f8035b78a8d,enjoyable,1,8208,90264.10000000149,92376,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957196019241f9c4f6d2,0995-0ab739bc-28d3-48a8-a7a7-3f8035b78a8d,enjoyable,2,9705,98775.69999999553,102385,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790957296019241f9c4f6d7,7662-770cd839-3f7e-4e6f-9566-24ef054ab8b2,enjoyable,2,31552,51347.299999952316,80749,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,39,37,32,6,1,1,4,tutorial
6790957296019241f9c4f6d8,2384-c187e14b-150a-45e6-b8b0-9379304c71b2,enjoyable,1,10186,74352.0,80042,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957196019241f9c4f6d2,0995-0ab739bc-28d3-48a8-a7a7-3f8035b78a8d,enjoyable,3,14892,108784.0,117583,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,21,21,21,6,0,0,5,tutorial
6790957296019241f9c4f6de,9892-40821a05-0540-4e3c-a8f5-e62dcf08f6a1,difficult,1,19523,46025.0,62675,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,6,2,0,0,3,tutorial
6790957296019241f9c4f6d8,2384-c187e14b-150a-45e6-b8b0-9379304c71b2,enjoyable,2,12442,84843.0,92790,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790957296019241f9c4f6d7,7662-770cd839-3f7e-4e6f-9566-24ef054ab8b2,enjoyable,3,30028,83206.0,111080,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,63,52,46,9,0,11,5,tutorial
6790957296019241f9c4f6dc,8328-a622e708-bdac-44f2-963e-cce2caa58ee6,difficult,1,12708,74455.10000002384,85745,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957296019241f9c4f6e2,9000-3e06d826-8f80-4ea6-b332-f1b585078198,difficult,1,23318,65254.799999952316,69652,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,5,2,0,0,3,tutorial
6790957296019241f9c4f6de,9892-40821a05-0540-4e3c-a8f5-e62dcf08f6a1,difficult,2,19758,65850.79999999981,82739,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,30,21,21,4,1,8,4,tutorial
6790957296019241f9c4f6d8,2384-c187e14b-150a-45e6-b8b0-9379304c71b2,enjoyable,3,17094,97592.0,110190,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,19,17,6,0,0,5,tutorial
6790957296019241f9c4f6d5,4084-ae1faa22-f5a2-4ba3-8dcd-a61cd0223131,enjoyable,1,17453,118634.79999999981,134240,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957296019241f9c4f6dc,8328-a622e708-bdac-44f2-963e-cce2caa58ee6,difficult,2,11516,87465.5,97572,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790957296019241f9c4f6de,9892-40821a05-0540-4e3c-a8f5-e62dcf08f6a1,difficult,3,17130,85914.29999999981,100171,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,23,23,23,6,0,0,5,tutorial
6790957296019241f9c4f6dc,8328-a622e708-bdac-44f2-963e-cce2caa58ee6,difficult,3,18379,99292.60000002384,116254,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,19,19,6,0,0,5,tutorial
6790957296019241f9c4f6ef,6497-9ac27707-a691-4002-b3d0-f813dc3a71c6,enjoyable,1,10819,42754.199999999255,51313,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957296019241f9c4f6e5,8813-0c5fda1b-9036-4d0d-99a3-ca1909b62dc0,difficult,1,13883,79573.20000001788,88245,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957296019241f9c4f6e2,9000-3e06d826-8f80-4ea6-b332-f1b585078198,difficult,2,34973,88883.39999997616,104930,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,22,21,20,4,1,0,4,tutorial
6790957296019241f9c4f6ef,6497-9ac27707-a691-4002-b3d0-f813dc3a71c6,enjoyable,2,12192,53880.300000000745,63811,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,12,12,12,4,0,0,4,tutorial
6790957296019241f9c4f6da,1618-bb1e82ca-f705-4fe3-9faa-d4c2a384f765,enjoyable,1,17576,139228.10000000894,144440,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957296019241f9c4f6d5,4084-ae1faa22-f5a2-4ba3-8dcd-a61cd0223131,enjoyable,2,36512,136394.40000000037,171058,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,25,18,17,4,0,7,4,tutorial
6790957296019241f9c4f6e6,2637-6cf188d9-47da-4ce5-ae70-39349d120c9c,difficult,1,18145,97796.39999997616,107317,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957296019241f9c4f6eb,3984-6085564f-0e03-4d95-8c42-5960925b58d4,difficult,1,24344,74438.90000000002,94525,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957296019241f9c4f6f3,9594-b4a0871c-d192-4076-849f-725c42fca9e9,enjoyable,1,9294,39563.60000000149,44671,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957296019241f9c4f6e2,9000-3e06d826-8f80-4ea6-b332-f1b585078198,difficult,3,20596,124161.10000002384,125830,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,19,17,6,0,0,5,tutorial
6790957296019241f9c4f6e9,5601-369631c8-7a4d-4e81-bf57-9ddb39b26599,difficult,1,29678,83073.5,106491,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,8,8,8,2,0,0,3,tutorial
6790957296019241f9c4f6e5,8813-0c5fda1b-9036-4d0d-99a3-ca1909b62dc0,difficult,2,34838,93765.40000000596,123391,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,18,17,17,4,1,0,4,tutorial
6790957296019241f9c4f6e6,2637-6cf188d9-47da-4ce5-ae70-39349d120c9c,difficult,2,15398,116269.89999997616,123027,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790957296019241f9c4f6f3,9594-b4a0871c-d192-4076-849f-725c42fca9e9,enjoyable,2,9097,49171.800000000745,54077,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790957296019241f9c4f6d5,4084-ae1faa22-f5a2-4ba3-8dcd-a61cd0223131,enjoyable,3,22760,173212.09999999963,194122,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,19,19,6,0,0,5,tutorial
6790957296019241f9c4f6ea,6168-52e0099e-01df-47f5-baa9-9ac43994c386,difficult,1,43854,73205.5,112712,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,47,46,27,5,1,0,3,tutorial
6790957296019241f9c4f6da,1618-bb1e82ca-f705-4fe3-9faa-d4c2a384f765,enjoyable,2,36607,157221.79999999702,181464,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,26,25,19,4,1,0,4,tutorial
6790957296019241f9c4f6ef,6497-9ac27707-a691-4002-b3d0-f813dc3a71c6,enjoyable,3,38103,66378.19999999925,102220,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,39,38,37,11,1,0,5,tutorial
6790957296019241f9c4f6f3,9594-b4a0871c-d192-4076-849f-725c42fca9e9,enjoyable,3,13340,58579.5,67730,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790957296019241f9c4f6e3,5375-ab37d089-2c51-4719-93a9-711288b685d3,difficult,1,29378,121901.70000004768,147415,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,6,6,2,0,0,3,tutorial
6790957296019241f9c4f6e9,5601-369631c8-7a4d-4e81-bf57-9ddb39b26599,difficult,2,21318,113077.5,128128,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790957296019241f9c4f6e5,8813-0c5fda1b-9036-4d0d-99a3-ca1909b62dc0,difficult,3,16742,128908.0,140441,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,19,19,6,0,0,5,tutorial
6790957296019241f9c4f6e8,4864-2d876561-18cc-4580-a9dd-1f7df57f0846,difficult,1,15526,118570.59999999404,131392,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957296019241f9c4f6eb,3984-6085564f-0e03-4d95-8c42-5960925b58d4,difficult,2,29479,99100.29999999999,124318,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,12,11,11,3,0,1,4,tutorial
6790957296019241f9c4f6e6,2637-6cf188d9-47da-4ce5-ae70-39349d120c9c,difficult,3,19053,131974.0,142401,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790957296019241f9c4f6e8,4864-2d876561-18cc-4580-a9dd-1f7df57f0846,difficult,2,18277,134411.5,149979,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,15,14,14,3,1,0,4,tutorial
6790957296019241f9c4f6f0,1081-f3734232-af29-4083-b525-0e873a53fe8c,enjoyable,1,23485,106401.5,127461,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957296019241f9c4f6e9,5601-369631c8-7a4d-4e81-bf57-9ddb39b26599,difficult,3,34048,134715.29999995232,162495,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790957296019241f9c4f6eb,3984-6085564f-0e03-4d95-8c42-5960925b58d4,difficult,3,31803,128893.29999999999,156436,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,20,20,17,6,0,0,5,tutorial
6790957296019241f9c4f6ea,6168-52e0099e-01df-47f5-baa9-9ac43994c386,difficult,2,45610,117371.39999997616,158631,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,42,40,23,5,2,0,4,tutorial
6790957296019241f9c4f6e3,5375-ab37d089-2c51-4719-93a9-711288b685d3,difficult,2,40453,151593.60000002384,188185,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790957296019241f9c4f6f6,4573-395f7ee2-6647-4ff5-b640-563a6cc0a2a6,enjoyable,1,17608,90577.5,97605,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,5,5,5,2,0,0,3,tutorial
6790957296019241f9c4f6e8,4864-2d876561-18cc-4580-a9dd-1f7df57f0846,difficult,3,22186,152997.5,172469,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790957296019241f9c4f6da,1618-bb1e82ca-f705-4fe3-9faa-d4c2a384f765,enjoyable,3,53700,194148.20000000298,235483,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,45,44,41,12,1,0,5,tutorial
6790957296019241f9c4f6fc,5435-cee71947-0890-4fea-87a7-87436b716833,enjoyable,1,40094,21130.5,58772,"['######', '#  $.#', '#@ $.#', '#    #', '######']",6,5,"[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 1, 'state': '$'}]",1,2,6,5,5,2,1,0,3,tutorial
6790957296019241f9c4f6f0,1081-f3734232-af29-4083-b525-0e873a53fe8c,enjoyable,2,43879,130197.29999995232,171651,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,10,10,10,2,0,0,4,tutorial
6790957296019241f9c4f6f6,4573-395f7ee2-6647-4ff5-b640-563a6cc0a2a6,enjoyable,2,30250,108498.30000000075,128163,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,18,14,14,4,0,4,4,tutorial
6790957296019241f9c4f6e3,5375-ab37d089-2c51-4719-93a9-711288b685d3,difficult,3,63454,192364.0,251951,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,19,19,17,6,0,0,5,tutorial
6790957296019241f9c4f6ea,6168-52e0099e-01df-47f5-baa9-9ac43994c386,difficult,3,69293,163290.20000004768,228227,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,88,85,61,12,2,1,5,tutorial
6790957296019241f9c4f6f0,1081-f3734232-af29-4083-b525-0e873a53fe8c,enjoyable,3,42765,174387.20000004768,214727,"['  #####', '  #.  #', '###   #', '# $*$ #', '#   ###', '#@ .#', '#####']",7,7,"[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",1,5,17,17,17,6,0,0,5,tutorial
6790957296019241f9c4f6fc,5435-cee71947-0890-4fea-87a7-87436b716833,enjoyable,2,49156,61532.0,108234,"['######', '#    #', '#*$ @#', '#. ###', '######']",6,5,"[{'x': 1, 'y': 2, 'state': '*'}, {'x': 2, 'y': 2, 'state': '$'}]",4,2,16,13,13,3,0,3,4,tutorial
