project,experiment,iteration,stim_id,gameID,condition,study_phase,trialNum,stimuli_set,author_name,collection_name,level_name,width,height,layout,boxes,start_position.x,start_position.y,select_response,select_rt,rate_response,rate_rt,solveDuration,solved,boxesSolved,attempt_nInputEvents,attempt_nMovesAttempted,attempt_nMoved,attempt_nPushed,attempt_nRestart,attempt_nUndo
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f744,5602-e0a29e2f-6b4c-40a8-a23f-64890cd00a94,enjoyable,test,2,C,aymeric-du-peloux,Microcosmos,28,9.0,7.0,"['     ####', '    ##  #', '   ## . #', '#### $  #', '# $ $.@##', '#  .  ##', '#######']","[{'x': 5, 'y': 3, 'state': '$'}, {'x': 2, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",6.0,4.0,4.0,24741.300000071526,4.0,4664.0,,0,1,176,168,89,20,2,6
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f744,5602-e0a29e2f-6b4c-40a8-a23f-64890cd00a94,enjoyable,test,3,C,david-w-skinner,Microban,43,9.0,9.0,"['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']","[{'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}, {'x': 4, 'y': 5, 'state': '$'}]",7.0,1.0,6.0,19086.299999952316,10.0,1948.0,165.0,1,3,180,176,138,36,1,3
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f744,5602-e0a29e2f-6b4c-40a8-a23f-64890cd00a94,enjoyable,test,4,C,david-w-skinner,Microban,26,6.0,8.0,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 2, 'y': 5, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}]",3.0,1.0,0.0,5062.200000047684,8.0,2891.0,,0,2,87,83,78,19,4,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f744,5602-e0a29e2f-6b4c-40a8-a23f-64890cd00a94,enjoyable,test,5,C,jacques-duthen,Sokogen-990602-Levels,40,8.0,6.0,"['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",2.0,2.0,5.0,18693.900000095367,10.0,1984.0,,0,2,399,396,126,22,2,1
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f744,5602-e0a29e2f-6b4c-40a8-a23f-64890cd00a94,enjoyable,test,6,C,jacques-duthen,Sokogen-990602-Levels,14,7.0,7.0,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","[{'x': 2, 'y': 4, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",5.0,5.0,3.0,10250.0,10.0,2421.0,90.0,1,3,42,42,37,10,0,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f744,5602-e0a29e2f-6b4c-40a8-a23f-64890cd00a94,enjoyable,test,7,C,jacques-duthen,Sokogen-990602-Levels,41,9.0,7.0,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,1.0,2608.9000000953674,6.0,3540.0,,0,2,61,60,49,11,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f744,5602-e0a29e2f-6b4c-40a8-a23f-64890cd00a94,enjoyable,test,8,C,jacques-duthen,Sokogen-990602-Levels,46,7.0,7.0,"['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,5.0,7.0,1884.3999999761581,8.0,1799.0,,0,2,118,110,92,27,2,6
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f748,1237-20df9cd5-6070-41fe-98b2-a679b424764f,enjoyable,test,1,C,david-w-skinner,Microban,26,6.0,8.0,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 2, 'y': 5, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}]",3.0,1.0,0.0,2863.899999976158,3.0,3520.0,,0,2,510,494,474,76,16,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74a,2637-7fb2d862-8c46-4a1b-aa8a-8e9dff7667ae,enjoyable,test,1,C,david-w-skinner,Microban,17,6.0,7.0,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,2.0,4030.6999999955297,1.0,2698.0,,0,2,188,152,130,39,3,33
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f748,1237-20df9cd5-6070-41fe-98b2-a679b424764f,enjoyable,test,2,C,jacques-duthen,Sokogen-990602-Levels,41,9.0,7.0,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,1.0,917.8000000715256,5.0,1301.0,,0,2,537,522,464,64,15,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f748,1237-20df9cd5-6070-41fe-98b2-a679b424764f,enjoyable,test,3,C,david-w-skinner,Microban,17,6.0,7.0,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,2.0,1165.1000000238419,6.0,1828.0,70.0,1,3,78,73,68,18,5,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f748,1237-20df9cd5-6070-41fe-98b2-a679b424764f,enjoyable,test,4,C,jacques-duthen,Sokogen-990602-Levels,14,7.0,7.0,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","[{'x': 2, 'y': 4, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",5.0,5.0,3.0,1099.1999999284744,7.0,1232.0,54.0,1,3,91,90,87,17,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f752,2300-5aa05f3a-c729-40b0-8f26-d0022b9b1c85,enjoyable,test,1,C,david-w-skinner,Microban,26,6.0,8.0,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 2, 'y': 5, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}]",3.0,1.0,0.0,1669.3999999761581,7.0,4662.0,245.0,1,3,247,239,209,46,4,4
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f750,4100-890bafe2-ac0e-44bf-b0cc-dafc8ce28587,enjoyable,test,1,C,david-w-skinner,Microban,26,6.0,8.0,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 2, 'y': 5, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}]",3.0,1.0,0.0,77881.69999992847,9.0,9263.0,35.0,1,3,42,42,42,10,0,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74e,0799-2c5590b5-fa54-436d-8395-703473800521,enjoyable,test,1,C,david-w-skinner,Microban,26,6.0,8.0,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 2, 'y': 5, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}]",3.0,1.0,0.0,4496.5,9.0,4234.0,,0,1,106,85,79,19,0,21
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74a,2637-7fb2d862-8c46-4a1b-aa8a-8e9dff7667ae,enjoyable,test,2,C,david-w-skinner,Microban,43,9.0,9.0,"['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']","[{'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}, {'x': 4, 'y': 5, 'state': '$'}]",7.0,1.0,6.0,43166.59999999404,1.0,2321.0,,0,2,184,160,143,44,5,19
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f748,1237-20df9cd5-6070-41fe-98b2-a679b424764f,enjoyable,test,5,C,aymeric-du-peloux,Microcosmos,28,9.0,7.0,"['     ####', '    ##  #', '   ## . #', '#### $  #', '# $ $.@##', '#  .  ##', '#######']","[{'x': 5, 'y': 3, 'state': '$'}, {'x': 2, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",6.0,4.0,4.0,1260.1000000238419,5.0,956.0,,0,1,463,445,427,72,18,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f752,2300-5aa05f3a-c729-40b0-8f26-d0022b9b1c85,enjoyable,test,2,C,jacques-duthen,Sokogen-990602-Levels,41,9.0,7.0,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,1.0,2797.399999976158,1.0,2114.0,,0,2,311,301,218,50,7,3
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f750,4100-890bafe2-ac0e-44bf-b0cc-dafc8ce28587,enjoyable,test,2,C,david-w-skinner,Microban,17,6.0,7.0,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,2.0,216459.10000002384,10.0,2691.0,75.0,1,3,33,32,29,10,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f664,2826-bf8c7c1b-487c-4903-aa24-a672f679d1ab,difficult,test,1,A,jacques-duthen,Sokogen-990602-Levels,38,8.0,6.0,"['#####', '#. .####', '#$$    #', '#@$#   #', '# .    #', '########']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}]",1.0,3.0,5.0,3317.5,9.0,2205.0,,0,2,491,427,346,69,3,61
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74e,0799-2c5590b5-fa54-436d-8395-703473800521,enjoyable,test,2,C,jacques-duthen,Sokogen-990602-Levels,41,9.0,7.0,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,1.0,2393.699999809265,7.0,4992.0,,0,2,138,133,111,25,2,3
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74a,2637-7fb2d862-8c46-4a1b-aa8a-8e9dff7667ae,enjoyable,test,3,C,jacques-duthen,Sokogen-990602-Levels,40,8.0,6.0,"['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",2.0,2.0,5.0,25327.60000000149,5.0,1512.0,,0,2,179,130,126,27,7,42
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f752,2300-5aa05f3a-c729-40b0-8f26-d0022b9b1c85,enjoyable,test,3,C,david-w-skinner,Microban,17,6.0,7.0,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,2.0,5043.200000047684,9.0,3639.0,139.0,1,3,148,139,123,31,4,5
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f748,1237-20df9cd5-6070-41fe-98b2-a679b424764f,enjoyable,test,6,C,jacques-duthen,Sokogen-990602-Levels,40,8.0,6.0,"['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",2.0,2.0,5.0,968.7999999523163,6.0,1873.0,,0,2,406,395,352,47,11,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f752,2300-5aa05f3a-c729-40b0-8f26-d0022b9b1c85,enjoyable,test,4,C,jacques-duthen,Sokogen-990602-Levels,14,7.0,7.0,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","[{'x': 2, 'y': 4, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",5.0,5.0,3.0,1406.3999999761581,10.0,1068.0,66.0,1,3,85,85,81,14,0,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f749,1571-154eb622-df3b-4c88-9a79-c8ca06666564,enjoyable,test,1,C,david-w-skinner,Microban,17,6.0,7.0,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,2.0,18524.799999952316,6.0,28932.0,,0,2,303,287,216,66,9,7
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74b,8610-f32b74e5-8f2b-4565-b574-1e236b4658ef,enjoyable,test,1,C,jacques-duthen,Sokogen-990602-Levels,46,7.0,7.0,"['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,5.0,7.0,25959.70000000298,4.0,6242.0,,0,2,117,104,94,21,2,11
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f748,1237-20df9cd5-6070-41fe-98b2-a679b424764f,enjoyable,test,7,C,david-w-skinner,Microban,43,9.0,9.0,"['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']","[{'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}, {'x': 4, 'y': 5, 'state': '$'}]",7.0,1.0,6.0,1071.8999999761581,6.0,737.0,130.0,1,3,268,263,251,73,5,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f750,4100-890bafe2-ac0e-44bf-b0cc-dafc8ce28587,enjoyable,test,3,C,jacques-duthen,Sokogen-990602-Levels,41,9.0,7.0,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,1.0,7233.700000047684,1.0,5718.0,,0,2,179,175,161,33,4,0
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f664,2826-bf8c7c1b-487c-4903-aa24-a672f679d1ab,difficult,test,2,A,jacques-duthen,Sokogen-990602-Levels,32,7.0,7.0,"['#######', '##   ##', '## #.##', '#  $.##', '# # $ #', '#  * @#', '#######']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '*'}]",5.0,5.0,2.0,2464.39999999851,10.0,1350.0,,0,2,254,226,180,34,17,11
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f746,0629-c68648a8-4e99-44a5-a190-62a0c9cb4e2b,enjoyable,test,1,C,jacques-duthen,Sokogen-990602-Levels,41,9.0,7.0,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,1.0,12678.399999976158,7.0,4408.0,,0,2,335,325,232,52,9,1
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74a,2637-7fb2d862-8c46-4a1b-aa8a-8e9dff7667ae,enjoyable,test,4,C,jacques-duthen,Sokogen-990602-Levels,41,9.0,7.0,"['######', '#    #', '# ## ##', '# .$@.###', '## $$   #', ' #  #.  #', ' ########']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,1.0,1960.5,6.0,1439.0,,0,2,224,210,199,46,14,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f751,5197-3a69d2b2-ce0d-4022-8935-bbfdfcc1dd0f,enjoyable,test,1,C,jacques-duthen,Sokogen-990602-Levels,14,7.0,7.0,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","[{'x': 2, 'y': 4, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",5.0,5.0,3.0,16932.200000047684,7.0,8394.0,,0,1,128,124,73,14,1,3
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74e,0799-2c5590b5-fa54-436d-8395-703473800521,enjoyable,test,3,C,david-w-skinner,Microban,17,6.0,7.0,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,2.0,1723.1999998092651,7.0,4109.0,,0,2,74,67,58,16,4,3
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f752,2300-5aa05f3a-c729-40b0-8f26-d0022b9b1c85,enjoyable,test,5,C,aymeric-du-peloux,Microcosmos,28,9.0,7.0,"['     ####', '    ##  #', '   ## . #', '#### $  #', '# $ $.@##', '#  .  ##', '#######']","[{'x': 5, 'y': 3, 'state': '$'}, {'x': 2, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",6.0,4.0,4.0,1284.9000000953674,1.0,1121.0,,0,1,206,193,173,33,11,2
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74e,0799-2c5590b5-fa54-436d-8395-703473800521,enjoyable,test,4,C,jacques-duthen,Sokogen-990602-Levels,14,7.0,7.0,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","[{'x': 2, 'y': 4, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",5.0,5.0,3.0,16775.70000076294,10.0,4454.0,111.0,1,3,45,45,45,10,0,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f746,0629-c68648a8-4e99-44a5-a190-62a0c9cb4e2b,enjoyable,test,2,C,jacques-duthen,Sokogen-990602-Levels,14,7.0,7.0,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","[{'x': 2, 'y': 4, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",5.0,5.0,3.0,8797.0,10.0,1617.0,181.0,1,3,214,211,204,36,3,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f749,1571-154eb622-df3b-4c88-9a79-c8ca06666564,enjoyable,test,2,C,david-w-skinner,Microban,26,6.0,8.0,"[' #####', ' # @ #', ' #   #', '###$ #', '# ...#', '# $$ #', '###  #', '  ####']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 2, 'y': 5, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}]",3.0,1.0,0.0,4870.599999904633,7.0,3064.0,,0,2,351,341,294,49,7,3
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f750,4100-890bafe2-ac0e-44bf-b0cc-dafc8ce28587,enjoyable,test,4,C,jacques-duthen,Sokogen-990602-Levels,14,7.0,7.0,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","[{'x': 2, 'y': 4, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",5.0,5.0,3.0,50103.60000002384,7.0,4022.0,193.0,1,3,131,130,120,23,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74b,8610-f32b74e5-8f2b-4565-b574-1e236b4658ef,enjoyable,test,2,C,jacques-duthen,Sokogen-990602-Levels,14,7.0,7.0,"['######', '#  . #', '# #. ##', '#  .  #', '# $$$ #', '#  # @#', '#######']","[{'x': 2, 'y': 4, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",5.0,5.0,3.0,18010.5,7.0,1940.0,,0,2,148,145,130,37,3,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f748,1237-20df9cd5-6070-41fe-98b2-a679b424764f,enjoyable,test,8,C,jacques-duthen,Sokogen-990602-Levels,46,7.0,7.0,"['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,5.0,7.0,1178.6999999284744,4.0,1198.0,,0,2,436,417,379,56,19,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f746,0629-c68648a8-4e99-44a5-a190-62a0c9cb4e2b,enjoyable,test,3,C,david-w-skinner,Microban,43,9.0,9.0,"['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']","[{'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}, {'x': 4, 'y': 5, 'state': '$'}]",7.0,1.0,6.0,18324.0,10.0,1398.0,76.0,1,3,97,95,87,30,2,0
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f664,2826-bf8c7c1b-487c-4903-aa24-a672f679d1ab,difficult,test,3,A,jacques-duthen,Sokogen-990602-Levels,13,8.0,6.0,"['######', '#@   ##', '# .$* ##', '# #$.  #', '#      #', '########']","[{'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '*'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,1.0,3432.60000000149,7.0,1299.0,,0,2,401,333,276,40,4,64
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f746,0629-c68648a8-4e99-44a5-a190-62a0c9cb4e2b,enjoyable,test,4,C,david-w-skinner,Microban,17,6.0,7.0,"['#####', '# @ #', '#...#', '#$$$##', '#    #', '#    #', '######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,2.0,4693.700000047684,10.0,1262.0,73.0,1,3,74,71,70,23,3,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74a,2637-7fb2d862-8c46-4a1b-aa8a-8e9dff7667ae,enjoyable,test,5,C,jacques-duthen,Sokogen-990602-Levels,46,7.0,7.0,"['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,5.0,7.0,2224.10000000149,1.0,1919.0,,0,1,125,123,105,20,2,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f751,5197-3a69d2b2-ce0d-4022-8935-bbfdfcc1dd0f,enjoyable,test,2,C,jacques-duthen,Sokogen-990602-Levels,46,7.0,7.0,"['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,5.0,7.0,12590.400000095367,7.0,9076.0,,0,1,73,72,63,7,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f752,2300-5aa05f3a-c729-40b0-8f26-d0022b9b1c85,enjoyable,test,6,C,jacques-duthen,Sokogen-990602-Levels,40,8.0,6.0,"['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",2.0,2.0,5.0,1572.6000000238419,2.0,1173.0,,0,2,198,190,162,29,6,2
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74e,0799-2c5590b5-fa54-436d-8395-703473800521,enjoyable,test,5,C,aymeric-du-peloux,Microcosmos,28,9.0,7.0,"['     ####', '    ##  #', '   ## . #', '#### $  #', '# $ $.@##', '#  .  ##', '#######']","[{'x': 5, 'y': 3, 'state': '$'}, {'x': 2, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",6.0,4.0,4.0,5141.199999809265,6.0,2997.0,,0,1,64,62,62,9,1,1
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f750,4100-890bafe2-ac0e-44bf-b0cc-dafc8ce28587,enjoyable,test,5,C,david-w-skinner,Microban,43,9.0,9.0,"['     ####', '     # @#', '     #  #', '###### .#', '#   $  .#', '#  $$# .#', '#    ####', '###  #', '  ####']","[{'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '$'}, {'x': 4, 'y': 5, 'state': '$'}]",7.0,1.0,6.0,207874.29999995232,10.0,2089.0,84.0,1,3,75,74,73,27,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74b,8610-f32b74e5-8f2b-4565-b574-1e236b4658ef,enjoyable,test,3,C,jacques-duthen,Sokogen-990602-Levels,40,8.0,6.0,"['######', '#    ###', '# @#$  #', '# *.$  #', '# . #  #', '########']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '*'}, {'x': 4, 'y': 3, 'state': '$'}]",2.0,2.0,5.0,8987.39999999106,7.0,1907.0,,0,2,160,151,132,22,3,6
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f749,1571-154eb622-df3b-4c88-9a79-c8ca06666564,enjoyable,test,3,C,jacques-duthen,Sokogen-990602-Levels,46,7.0,7.0,"['#######', '##  ###', '## .$ #', '# $$  #', '# #. .#', '#@  ###', '#######']","[{'x': 4, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,5.0,7.0,11794.5,7.0,22697.0,,0,2,338,323,230,44,15,0
